category,datetime,headline,id,image,related,source,summary,url
company,1770132360,"Zacks.com featured highlights include Universal Health Services, Pinnacle West Capital and Methanex",138344516,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,UHS,Yahoo,"Ark Invest says inflation fears are overblown as real-time data shows prices plunging, while traditional hedges like bitcoin, gold and silver slide.",https://finnhub.io/api/news?id=036d8acaf31d4f5d733d1f1991fcd3dea36716271cfcb8da1e04ddeb90a02866
