category,datetime,headline,id,image,related,source,summary,url
company,1770113540,Morgan Stanley Raises Edison (EIX) Price Target Amid Deleveraging and Wildfire Cost Securitization,138340900,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,EIX,Yahoo,"Edison International (NYSE:EIX) ranks among the stocks with the lowest forward PE ratios. On January 21, Morgan Stanley boosted Edison International (NYSE:EIX)’s price target to $61 from $57 while maintaining an Underweight rating on the company’s shares. The firm is revising its assessment of Regulated & Diversified Utilities / IPPs in North America, pointing out […]",https://finnhub.io/api/news?id=1d276ae97ab09d8489c8749ff690b387261e8f1ad948501f982feda4a871b729
