category,datetime,headline,id,image,related,source,summary,url
company,1770078547,Dollar General Corporation (DG): A Bull Case Theory,138338086,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,DLTR,Yahoo,"We came across a bullish thesis on Dollar General Corporation on Rijnberk InvestInsights’s Substack by Daan | InvestInsights. In this article, we will summarize the bulls’ thesis on DG. Dollar General Corporation’s share was trading at $143.43 as of January 30th. DG’s trailing and forward P/E were 24.49 and 19.96 respectively according to Yahoo Finance. Dollar General Corporation […]",https://finnhub.io/api/news?id=32e6149f3c5b3cdc7c9358ca43968cba25974a75a90c6d1b87a303fb689645df
