category,datetime,headline,id,image,related,source,summary,url
company,1770123600,U.S. Bank Freight Payment Index: Tight Capacity Pushes Freight Rates Higher Despite Soft Volumes,138341793,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,USB,Yahoo,"MINNEAPOLIS, February 03, 2026--The U.S. truck freight market showed modest improvement in shipment volumes during the fourth quarter of 2025 and tightening capacity drove shipper spending to its highest level since early 2024, according to the latest U.S. Bank Freight Payment Index. National shipments rose 1.5% from the previous quarter, while spending jumped 4.6%.",https://finnhub.io/api/news?id=ffc2fc25676ec142bb64d492a77a100969ca341de7fcb5c683017e25f382bb89
