category,datetime,headline,id,image,related,source,summary,url
company,1770130761,"Nasdaq Slips, Gold and Silver Stage Substantial Recovery",138344520,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AES,Yahoo,"The S&P 500 Index ($SPX ) (SPY ) today is down -0.58%, the Dow Jones Industrials Index ($DOWI ) (DIA ) is up +0.07%, and the Nasdaq 100 Index ($IUXX ) (QQQ ) is down -1.24%. Stock indexes are mixed today, with the Nasdaq down significantly despite robust earnings from...",https://finnhub.io/api/news?id=0ea280718da7133595c43d25274b19d21c3253bdee76690eb9083d8046cea3bb
company,1770127202,How to Boost Your Portfolio with Top Utilities Stocks Set to Beat Earnings,138342824,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AES,Yahoo,The Zacks Earnings ESP is a great way to find potential earnings surprises. Why investors should take advantage now.,https://finnhub.io/api/news?id=311428c584d59f5224386b2020b87819219ecda076c0f6825736cf96c43fc3ba
company,1770125473,BlackRock Acquisition Chatter Sends This Stock Towards A Breakout,138341717,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AES,Yahoo,"AES stock surged before Tuesday's stock market open, on pace for a breakout, on reports of an effort by BlackRock-owned Global Infrastructure Partners and Swedish investment firm EQT AB to acquire the utility group.  Bloomberg reported after Monday's stock market close that BlackRock's infrastructure investment fund GIP is teaming up with EQT AB as it looks to takeover Virginia-based AES.  The article cites people familiar with the matter and reports that the two investment firms may reach a deal over the coming weeks.",https://finnhub.io/api/news?id=7da539841842cb8a864afb5b52c95a9feb9e2b88377eb5a7a803db8650cd7a86
company,1770121712,"Stocks making the biggest moves midday: Novo Nordisk, Palantir, AES, Rocket and more",138343772,https://image.cnbcfm.com/api/v1/image/108148976-1747858658246-gettyimages-2212016183-NOVO_WEGOVY.jpeg?v=1770137875&w=1920&h=1080,AES,CNBC,These are the stocks posting the largest moves in midday trading. ,https://finnhub.io/api/news?id=a53a6099b9c67cd40818d46413af8bd4232c635f028b007d9e048e2abf895c05
company,1770119103,BlackRock’s GIP Teams Up With EQT in Bid to Acquire Power Firm AES,138340941,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AES,Yahoo,"The two investment firms could reach an agreement as soon as the coming weeks to buy AES, which provides renewable power to tech giants like Microsoft Corp., said the people.  Representatives for AES, GIP and EQT declined to comment.",https://finnhub.io/api/news?id=61de93e5aad6aa7724331ad18645920d90fa4f3f91e5f2e59f774f7d5032c730
